*	542			
เจ้า	noun	1	(1) god; deity. (2) (colloquial) guardian spirit; tutelary deity. (3) priest. (4) chief; lord; master. (5) monarch. (6) royal person; member of royalty. (7) (colloquial) person of royal descent. (8) an honorific for the aforementioned persons, added before or after their names or titles. (9) (historical) a royal title given to princes and princesses of Lan Na. (10) (colloquial) a royal title given to princes and princesses holding the rank of หม่อมเจ้า (mɔ̀m-jâao). (11) owner; possessor. (12) seller; vendor; merchant. (13) expert; specialist.	From Middle Chinese 主 (MC t͡ɕɨo^X, “master; owner”). Cognate with Lao ເຈົ້າ (chao); Lü ᦈᧁᧉ (ṫsaw²); Tai Dam ꪹꪊ꫁ꪱ; Shan ၸဝ်ႈ (tsāō); Ahom ??? (chaw), ??? (chow). Compare Old Khmer cau, cauva, co, cova, cco, ccova, ccau, cū (“chief; head”); Modern Khmer ចៅ (caw, “boss, chief, head; king; etc”).
เจ๊	noun	1	(1) (colloquial, used amongst Chinese people) elder sister; woman at the same age as one's elder sister; older woman; woman in charge; bosslady; female business owner; also used as a term of address to or title for such person. (2) (slang, derogatory, offensive) aunt: aging woman; also used as a term of address to or title for such person. (3) (LGBT slang) aunt: aging male homosexual; also used as a term of address to or title for such person.	From Teochew 姐 (zê2, “elder sister”), Hokkien 姐 (ché, idem), or Cantonese 姐 (ze2, idem).
เจ๊ง	verb	1	(1) (colloquial) to fail; to go bankrupt. (2) (colloquial) to end. (3) (colloquial) to be ruined; to be out of order.	From Teochew 腫／肿 (zêng2, “to be swollen; to swell; swelling”), shortened from idiomatic 腫餃／肿饺 (zêng2 giao2, “incurable situation”, literally “swelling dumpling”).
เจ๋ง	adj	1	(colloquial) excellent; awesome; fantastic; cool; wicked.	From Cantonese 正 (zeng3, “awesome; fantastic”).
เฉาก๊วย	noun	1	grass jelly.	From Teochew 草粿 (cao2 guê2).
เฉ่ง	verb	1	(1) (colloquial and dated, used of a debt) to pay; to clear; to settle. (2) (slang) to slam; to slash; to criticise harshly; to scold; to attack verbally.	From Teochew 清 (cêng¹, “to clear; to settle”).
เชิญ	adv	1	used as a polite addition to a request, command, or permission.	From Old Khmer *jeñ (“to meet; to join”), which is extended as Old Khmer prajeñ (“to meet; to confront; etc”), from which Thai ประเชิญ (bprà-chəən) and เผชิญ (pà-chəən) are derived, and as Middle Khmer añjeñ (“to seek to meet; to invite; to request formally; etc”), from which Thai อัญเชิญ (an-chəən) is derived; or from aphaeresis of Middle Khmer ʼañjeñ (idem). Perhaps cognate with Lao ເຊີນ (sœ̄n), Khmer ជើញ (cəəñ). Compare Middle Chinese 請 (MC d͡ziᴇŋ, t͡sʰiᴇŋ^X, d͡ziᴇŋᴴ, “to request”).
เชิญ	intj	1	used to express a request, command, or permission; used to express an invitation.	From Old Khmer *jeñ (“to meet; to join”), which is extended as Old Khmer prajeñ (“to meet; to confront; etc”), from which Thai ประเชิญ (bprà-chəən) and เผชิญ (pà-chəən) are derived, and as Middle Khmer añjeñ (“to seek to meet; to invite; to request formally; etc”), from which Thai อัญเชิญ (an-chəən) is derived; or from aphaeresis of Middle Khmer ʼañjeñ (idem). Perhaps cognate with Lao ເຊີນ (sœ̄n), Khmer ជើញ (cəəñ). Compare Middle Chinese 請 (MC d͡ziᴇŋ, t͡sʰiᴇŋ^X, d͡ziᴇŋᴴ, “to request”).
เชิญ	verb	1	(1) to invite; to request. (2) (of a sacred object or person) to bring; to take; to carry. (3) (auxiliary) used to express a request, command, or permission.	From Old Khmer *jeñ (“to meet; to join”), which is extended as Old Khmer prajeñ (“to meet; to confront; etc”), from which Thai ประเชิญ (bprà-chəən) and เผชิญ (pà-chəən) are derived, and as Middle Khmer añjeñ (“to seek to meet; to invite; to request formally; etc”), from which Thai อัญเชิญ (an-chəən) is derived; or from aphaeresis of Middle Khmer ʼañjeñ (idem). Perhaps cognate with Lao ເຊີນ (sœ̄n), Khmer ជើញ (cəəñ). Compare Middle Chinese 請 (MC d͡ziᴇŋ, t͡sʰiᴇŋ^X, d͡ziᴇŋᴴ, “to request”).
เชียง	noun	1	city.	From Middle Chinese 城 (MC d͡ʑiᴇŋ, “city”). Cognate with Northern Thai ᨩ᩠ᨿᨦ, Lao ຊຽງ (sīang), Lü ᦵᦋᧂ (tseng), Shan ၵဵင်း (káéng).
เชื่อ	verb	1	(1) to believe (2) to rely on (3) to trust (4) to buy on credit	From Proto-Tai *ɟɯəᴮ (“to believe”). Compare Middle Chinese 貰 (MC ʑiaᴴ, “to borrow; to loan”) and 賒 (MC ɕia, “to buy and sell on credit”). Cognate with Northern Thai ᨩᩮᩬᩥ᩵ᩋ, Isan เซื่อ, Lao ເຊື່ອ (sư̄a), Lü ᦵᦋᦲᧈ (tsoe¹), Tai Dam ꪹꪋ꪿, Shan ၸိူဝ်ႈ (tsōē), Ahom ?? (chū).
เช้ง	adv	1	(colloquial) beautifully; finely.	Borrowed from Teochew 橙 (cêng5, “orange”).
เช้ง	noun	1	sweet orange.	Borrowed from Teochew 橙 (cêng5, “orange”).
เช้า	adv	1	(1) in the early part of the morning. (2) before the usual or appointed time; ahead of time.	From Proto-Tai *ɟaːwꟲ (“early morning”). Compare Middle Chinese 早 (MC t͡sɑu^X, “morning, early”). Cognate with Lao ເຊົ້າ (sao), Lü ᦋᧁᧉ (tsaw²), Shan ၸဝ်ႉ (tsâ̰ô̰), Ahom ??? (chaw), ??? (chow) or ????? (choww), Zhuang caeux. Compare Vietnamese chào. May be cognate with เพรา (prao, “morning”).
เช้า	noun	1	(1) morning. (2) (colloquial) the period of time between sunrise and sunset; the period of time that there is still daylight.	From Proto-Tai *ɟaːwꟲ (“early morning”). Compare Middle Chinese 早 (MC t͡sɑu^X, “morning, early”). Cognate with Lao ເຊົ້າ (sao), Lü ᦋᧁᧉ (tsaw²), Shan ၸဝ်ႉ (tsâ̰ô̰), Ahom ??? (chaw), ??? (chow) or ????? (choww), Zhuang caeux. Compare Vietnamese chào. May be cognate with เพรา (prao, “morning”).
เซน	name	1	(religion) Zen Buddhism.	From Japanese 禅(ぜん) (zen), from Middle Chinese 禪 (MC d͡ʑiᴇn), an abbreviation of 禪那 (MC d͡ʑiᴇn nɑ), from Sanskrit ध्यान (dhyāna). Doublet of ฌาน (chaan).
เซ็ง	adj	1	(1) insipid; tasteless. (2) bored; listless.	From Teochew 清 (cêng1, “clear; pure; clean”), used to describe light or insipid taste.
เซ่น	verb	1	to make offering (to spirit).	Compare Chinese 獻／献 (xiàn).
เฒ่าทารก	noun	1	(slang, derogatory, oxymoron) aged person with childish and mischievous behaviour.	Calque of Chinese 老頑童 (literally “old brat”), the nickname of Zhou Botong (周伯通), a character in The Legend of the Condor Heroes (射鵰英雄傳), a 1957 novel by Jin Yong (金庸). Same as เฒ่า (tâo, “aged, old; aged person, old person”) + ทารก (taa-rók, “baby; infant”).
เตะ	verb	1	to kick.	Compare Middle Chinese 踢 (MC tʰek̚). Cognate with Lao ເຕະ (te), Zhuang dik, Saek เต๊ะ.
เตา	noun	1	cooking stove; oven; furnace	From Middle Chinese 陶 (MC jiᴇu, dɑu, “pottery, mould; to mould”).
เติม	verb	1	to add; to fill.	Compare Middle Chinese 添 (MC tʰem, “to add”)
เตี่ย	noun	1	father (used as a term of address by Chinese and Sino-Thai people)	From Teochew 爹 (dia1).
เตี๊ยม	noun	1	Only used in โรงเตี๊ยม (roong-dtíiam).	From Hakka 店 (tiam, “shop; inn”).
เต่า	noun	2	dudou.	Possibly from Min Nan 兜 (tau, “pocket; pouch; bag; etc”).
เต้าซี่	noun	1	douchi: Chinese fermented black beans.	Borrowed from Teochew 豆豉 (dao7 si7).
เต้าทึง	noun	1	a kind of dessert, made of various beans boiled in syrup, served hot or chilled.	From Teochew 豆糖 (dao7 teng5).
เต้าหู้	noun	1	tofu	Borrowed from Teochew 豆腐 (dao7 hu7, “tofu”). Cognate with Khmer តៅហ៊ូ (tawhuu).
เต้าฮวย	noun	1	douhua.	Borrowed from Min Nan 豆花 (tāu-hoe).

เต๋า	noun	2	(religion) (ลัทธิ~) Taoism.	From Mandarin 道 (dào, “way, road, path”).
เถาปั๊ว	noun	1	(colloquial) manufacturer.	From Teochew 頭盤／头盘 (tao5 buan5, “manufacturer”, literally “head dish”).
เถาหยวน	name	1	Taoyuan.	From Mandarin 桃園／桃园. Cognate with Lao ທາວຍວນ (thāo nyūan) and Khmer តាយយាន (taayyiən).
เถ้าแก่	noun	1	(1) (chiefly used amongst Chinese people) person presiding over a betrothal ceremony. (2) (used amongst Chinese people) landlord, proprietor; business owner; boss, master; wealthy person; also used as a title for or term of address to such person, and used by such person as a self-reference. (3) (historical) (นาง~, คุณ~) female official in the inner court of the palace (royal harem), next in rank to ท้าว (táao), responsible for supervising โขลนทวารบาล or for coordinating between the inner court and the outer court. (4) (historical) (เจ้าจอม~) female official in the inner court of the palace (royal harem) who used to be เจ้าจอม, having the duties to train and educate new female officials in the inner court.	From Hokkien 頭家／头家 (thâu-ke) or Teochew 頭家／头家 (tao5 gê1). Cognate with Khmer ថៅកែ (thaw kae).
เถ้าแก่เนี้ย	noun	1	(used amongst Chinese people) landlady, proprietress; female owner of a business; bosslady, mistress; wealthy woman; also used as a title for or term of address to such person, and used by such person as a self-reference.	From Hokkien 頭家娘／头家娘 (thâu-ke-niâ) or Teochew 頭家娘／头家娘 (tao5 gê1 niê5).
เทียบ	clas	2	Classifier for a set of traditional Chinese drugs.	From Hakka 帖 (thiap).
เทียบ	noun	2	(colloquial) invitation card; invitation letter	From Hakka 帖 (thiap).
เที่ยง	adj	1	(1) straight; direct. (2) certain; sure; changeless, stable; invariable; constant; consistent. (3) permanent; perpetual; long-lasting; enduring; durable. (4) exact, precise, accurate; right, correct; truthful, faithful. (5) straight; upright; impartial: incorruptible.	From Middle Chinese 定 (MC deŋᴴ, “stable”). Cognate with Northern Thai ᨴ᩠ᨿ᩵ᨦ, Khün ᨴ᩠ᨿ᩵ᨦ, Lao ທ່ຽງ (thīang), Lü ᦵᦑᧂᧈ (teng¹), Shan တဵင်ႈ (tāēng), Ahom ???? (tiṅ), Nong Zhuang dingh or dingq, Saek เถี้ยง.
เที่ยง	noun	1	midday; midnight.	From Middle Chinese 定 (MC deŋᴴ, “stable”). Cognate with Northern Thai ᨴ᩠ᨿ᩵ᨦ, Khün ᨴ᩠ᨿ᩵ᨦ, Lao ທ່ຽງ (thīang), Lü ᦵᦑᧂᧈ (teng¹), Shan တဵင်ႈ (tāēng), Ahom ???? (tiṅ), Nong Zhuang dingh or dingq, Saek เถี้ยง.
เบาะแส	noun	1	clue; hint; trace.	Probably from Chinese 莫 + 須／须.
เปลว	noun	1	flame.	From Proto-Tai *pleːwᴬ (“flame”), from Middle Chinese 熛 (MC piᴇu, “leaping flame”). Cognate with Lao ແປວ (pǣu), Lü ᦵᦔᧁ (ṗew), Shan ပဵဝ် (pǎěǒ).
เปลี่ยน	verb	1	(1) to change; to modify; to alter; to make different. (2) to change; to undergo a change; to become different. (3) to shift; to switch; to replace.	From Proto-Southwestern Tai *pliənᴮ² (“to change”), from Middle Chinese 變 (MC pˠiᴇnᴴ, “to change”). Cognate with Lao ປ່ຽນ (pīan), Lü ᦵᦔᧃᧈ (ṗen¹), Tai Dam ꪜꪸ꪿ꪙ, Shan ပိၼ်ႇ (pìn), Tai Nüa ᥙᥤᥢᥱ (pǐn), Zhuang bienq, Nong Zhuang byenq or benq.
เปา	noun	1	baozi.	From Chinese 包子 (“baozi”) or clipping of ซาลาเปา (saa-laa-bpao).
เปา	noun	2	(slang) (ท่าน~) judge: judicial officer, referee, umpire.	From Chinese 包 (bāo), surname of Bao Zheng (包拯), an 11th-century Chinese magistrate.
เปาบุ้นจิ้น	noun	1	(slang) judge: judicial officer, referee, umpire.	From Min Nan 包文拯 (Bāo Bûn Chín), an epithet of Bao Zheng (包拯), an 11th-century Chinese magistrate.
เปาะเปี๊ยะ	noun	1	spring roll.	Borrowed from Teochew 薄餅／薄饼 (po̍h-piáⁿ).
เปีย	noun	1	(of hair, thread, garland, etc) braid.	From Teochew 辦／办 (bang⁷, poin⁷, bain⁷) or Hokkien 辦／办 (pān), according to SEAlang. Compare Chinese 編／编 (biān), 辮／辫 (biàn). Cognate with Lao ເປັຽ (pīa).
เปีย	verb	1	(of hair, thread, garland, etc) to braid.	From Teochew 辦／办 (bang⁷, poin⁷, bain⁷) or Hokkien 辦／办 (pān), according to SEAlang. Compare Chinese 編／编 (biān), 辮／辫 (biàn). Cognate with Lao ເປັຽ (pīa).
เป็ด	name	1	(soccer slang, humorous) Liverpool Football Club.	From Proto-Tai *pitᴰ (“duck”). Cognate with Lao ເປັດ (pet), Lü ᦵᦔᧆ (ṗed), Tai Dam ꪹꪜꪸꪒ, Shan ပဵတ်း (páét), Ahom ???? (pit), Zhuang bit, Bouyei bidt, Saek ปิ๊ด. Compare Old Chinese 鴄 (OC *pʰid), Proto-Be *ɓitᴰ¹.
เป็ด	noun	1	(1) (zoology) duck: bird of the family Anatidae. (2) (ผัก~) the plant Alternanthera sessilis of the family Amaranthaceae. (3) (ผัก~) the plant Alternanthera bettzickiana of the family Amaranthaceae. (4) (เรือ~, เรืออี~, อี~) a type of traditional boat, of which the front and back are flat or pointed and the hull bulges out, making it look like a duck.	From Proto-Tai *pitᴰ (“duck”). Cognate with Lao ເປັດ (pet), Lü ᦵᦔᧆ (ṗed), Tai Dam ꪹꪜꪸꪒ, Shan ပဵတ်း (páét), Ahom ???? (pit), Zhuang bit, Bouyei bidt, Saek ปิ๊ด. Compare Old Chinese 鴄 (OC *pʰid), Proto-Be *ɓitᴰ¹.
เป็ดปักกิ่ง	noun	1	Peking duck (dish).	Calque of Chinese 北京烤鴨／北京烤鸭 (Běijīng kǎoyā). Same as เป็ด (bpèt) + ปักกิ่ง (bpàk-gìng).
เป่ย์จิง	name	1	(rare) Alternative form of ปักกิ่ง (bpàk-gìng): Beijing	Learned borrowing from Mandarin 北京 (Běijīng).
เป่ายิ้งฉุบ	noun	1	(games) rock paper scissors.	Possibly from a dialect of Chinese 剪子、包袱、錘／剪子、包袱、锤 (jiǎnzi, bāofu, chuí, “scissors, cloth wrapper, hammer”) and then became 包、剪、錘／包、剪、锤 (bāo, jiǎn, chuí).
เป่ายิ้งฉุบ	verb	1	to play rock paper scissors.	Possibly from a dialect of Chinese 剪子、包袱、錘／剪子、包袱、锤 (jiǎnzi, bāofu, chuí, “scissors, cloth wrapper, hammer”) and then became 包、剪、錘／包、剪、锤 (bāo, jiǎn, chuí).
เป้	noun	1	backpack.	Compare Chinese 背 (bèi) (as in 背包 (bēibāo)).
เผา	verb	1	(1) (transitive) to burn; to combust. (2) (transitive) to roast: to cook by direct exposure to fire or heat. (3) (slang) to do something in a quick-and-dirty or slapdash manner. (4) (slang) to dish the dirt on; to gossip about; to speak ill of.	From Proto-Southwestern Tai *pʰawᴬ¹ (“to burn (tr.)”), from Proto-Tai *prawᴬ (“to burn (tr.)”). Compare Middle Chinese 炮 (MC bˠau, “to roast; to burn”). Cognate with Lao ເຜົາ (phao), Lü ᦕᧁ (ṗhaw), Tai Dam ꪹꪠꪱ, Shan ၽဝ် (phǎǒ), Tai Nüa ᥚᥝᥴ (pháw), Ahom ?? (phaw), Zhuang byaeu.
เผือก	adj	2	albino; white.	From Proto-Southwestern Tai *pʰɯəkᴰ¹ᴸ (“albino”), from Middle Chinese 白 (MC bˠæk̚, “white”). Cognate with Lao ເຜືອກ (phư̄ak), Shan ၽိူၵ်ႇ (phòèk), Tai Nüa ᥚᥫᥐᥱ (phǒek). Compare Proto-Be *pʰiakᴰ².
เพียง	adv	1	only, as much as, as far as, till, just until.	From Middle Chinese 平 (MC biᴇn, bˠiæŋ). Compare Lao ພຽງ (phīang), Northern Thai ᨻ᩠ᨿᨦ, Khün ᨻ᩠ᨿᨦ, Lü ᦵᦗᧂ (peng), Shan ပဵင်း (páéng).
เพื่อน	noun	1	(1) person whom one knows, likes, trusts, is allied with, or receives support from: friend, buddy, mate; familiar, intimate; patron, supporter, ally; etc. (2) person going somewhere or doing something with someone as companion or escort. (3) person sharing or involved in the same activity, occupation, condition, status, etc: fellow, peer, comrade, associate, etc. (4) (slang) sex partner. (5) (LGBT, archaic) lesbian partner; party to or partner in a lesbian relationship.	From Middle Chinese 伴 (MC buɑn^X, “companion; partner”). Cognate with Northern Thai ᨻᩮᩬᩥ᩵ᩁ, ᨻᩮᩥ᩠᩵ᨶ, Lao ເພື່ອນ (phư̄an), ເພິ່ນ (phœn), Shan ပိူၼ်ႈ (pōēn), Vietnamese bạn.
เพื่อน	pron	1	(1) (archaic) a third person pronoun: he, she, it, they, etc. (2) anyone or anything else; any other person or thing; other(s); the other(s).	From Middle Chinese 伴 (MC buɑn^X, “companion; partner”). Cognate with Northern Thai ᨻᩮᩬᩥ᩵ᩁ, ᨻᩮᩥ᩠᩵ᨶ, Lao ເພື່ອນ (phư̄an), ເພິ່ນ (phœn), Shan ပိူၼ်ႈ (pōēn), Vietnamese bạn.
เยี่ยว	noun	1	(colloquial) piss; pee; urine.	From Proto-Tai *niəwᴮ (“urine”), from Middle Chinese 尿 (MC neuᴴ, “urine; to piss”). Cognate with Lao ຍ່ຽວ (nyiāu), Lü ᦵᦍᧁᧈ (yew¹), Tai Dam ꪹꪑꪸ꪿ꪫ, Shan ယဵဝ်ႈ (yāēō), Ahom ???? (jʸiw), Zhuang nyouh, Nong Zhuang nyuh, Saek หญู้.
เยี่ยว	verb	1	(colloquial) to piss; to pee; to urinate.	From Proto-Tai *niəwᴮ (“urine”), from Middle Chinese 尿 (MC neuᴴ, “urine; to piss”). Cognate with Lao ຍ່ຽວ (nyiāu), Lü ᦵᦍᧁᧈ (yew¹), Tai Dam ꪹꪑꪸ꪿ꪫ, Shan ယဵဝ်ႈ (yāēō), Ahom ???? (jʸiw), Zhuang nyouh, Nong Zhuang nyuh, Saek หญู้.
เย็น	adj	1	(1) cold; cool; chill. (2) cool; calm; composed; serene. (3) chilled; iced.	Cognate with Lao ເຢັນ (yen), Northern Thai ᩀᩮᩢ᩠ᨶ, Lü ᦊᦵᧃ (ẏen), Shan ယဵၼ် (yǎěn). Compare Vietnamese yên, Middle Chinese 安 (MC ʔɑn).
เย็น	noun	1	(1) the period of time from 4 p.m. to 6 p.m. (2) (loosely) evening; late afternoon; early evening.	Cognate with Lao ເຢັນ (yen), Northern Thai ᩀᩮᩢ᩠ᨶ, Lü ᦊᦵᧃ (ẏen), Shan ယဵၼ် (yǎěn). Compare Vietnamese yên, Middle Chinese 安 (MC ʔɑn).
เรี่ยม	adj	1	(1) clean, unblemished. (2) excellent.	Cognate with Old Chinese 豔 (OC *lams).
เรือน	noun	1	(1) walled and roofed building raised on stilts, used for residence. (2) (loosely or by extension, somewhat dated) house; residential building; residence. (3) (figurative) family; household. (4) (by extension or in combination) house: building for any purpose.	From Proto-Tai *rɤːnᴬ (“house”). Cognate with Northern Thai ᩁᩮᩬᩥᩁ, Isan เฮือน, Lao ເຮືອນ (hư̄an), Lü ᦵᦣᦲᧃ (hoen), Tai Dam ꪹꪭꪙ, Shan ႁိူၼ်း (hóén), Tai Nüa ᥞᥫᥢᥰ (höen), Ahom ????? (rün), Bouyei raanz, Zhuang ranz, Zuojiang Zhuang rwenz. Compare Old Chinese 廛 (OC *dan), Sui xgaanz, Southern Kam yanc, Proto-Be *zaːnᴬ² (“house”) (whence Longtang Be zan²).
เลี้ยง	adj	1	(colloquial) foster: providing or receiving parental care; nonbiological; adoptive or adopted.	From Proto-Tai *liəŋꟲ (“to raise”), from Old Chinese 養 (OC *laŋʔ, “to nourish”). Cognate with Northern Thai ᩃ᩠᩶ᨿᨦ, Lao ລ້ຽງ (līang), Lü ᦵᦟᧂᧉ (leng²), Shan လဵင်ႉ (lâ̰ḛ̂ng), Tai Nüa ᥘᥥᥒᥳ (lėng), Ahom ???? (liṅ).
เลี้ยง	noun	1	feast; party; banquet.	From Proto-Tai *liəŋꟲ (“to raise”), from Old Chinese 養 (OC *laŋʔ, “to nourish”). Cognate with Northern Thai ᩃ᩠᩶ᨿᨦ, Lao ລ້ຽງ (līang), Lü ᦵᦟᧂᧉ (leng²), Shan လဵင်ႉ (lâ̰ḛ̂ng), Tai Nüa ᥘᥥᥒᥳ (lėng), Ahom ???? (liṅ).
เลี้ยง	verb	1	(1) to maintain, to keep or make remain (in a good or certain condition); to prolong, to lengthen, to make remain in existence for a longer period. (2) (sports, of a ball) to dribble. (3) to give care (to); to take care (of); to nurture; to foster. (4) to raise; to grow; to breed; to promote the growth (of). (5) to consider, treat, or acknowledge (as one's parent, child, etc). (6) (of an animal) to raise; to feed; to farm; to breed. (7) (of an animal) to keep or treat as a pet. (8) to keep or treat as a servant or subordinate. (9) to pay (for). (10) to host: to be the host (at); to act as host (to). (11) to treat; to feast; to banquet. (12) to party: to engage in a party.	From Proto-Tai *liəŋꟲ (“to raise”), from Old Chinese 養 (OC *laŋʔ, “to nourish”). Cognate with Northern Thai ᩃ᩠᩶ᨿᨦ, Lao ລ້ຽງ (līang), Lü ᦵᦟᧂᧉ (leng²), Shan လဵင်ႉ (lâ̰ḛ̂ng), Tai Nüa ᥘᥥᥒᥳ (lėng), Ahom ???? (liṅ).
เลือดเนื้อ	noun	1	(1) flesh and blood; pound of flesh; life. (2) one's own flesh and blood; one's own offspring.	From เลือด (lʉ̂ʉat, “blood”) + เนื้อ (nʉ́ʉa, “flesh”). Compare Chinese 血肉 (literally “blood-flesh”).
เลือดเนื้อเชื้อไข	noun	1	(idiomatic) biological descendant, as biological child, biological grandchild, etc.	From เลือด (lʉ̂ʉat, “blood”) + เนื้อ (nʉ́ʉa, “flesh”) + เชื้อ (chʉ́ʉa, “sperm; germ; source, origin; ancestry, ancestor; etc”) + ไข (kǎi, “fat; grease”). Compare Chinese 血肉.
เล่าจื๊อ	name	1	(religion) Laozi, a philosopher of Ancient China.	Borrowed from Chinese 老子 (Lǎozǐ, “old master”).
เสียง	noun	1	(1) sound, including voice, a sensation perceived by the ear. (2) opinion; view (as in ออกเสียง (ɔ̀ɔk-sǐiang)). (3) popularity; appreciation (as in ชื่อเสียง (chʉ̂ʉ-sǐiang)). (4) vote; formalized choice (as in คะแนนเสียง). (5) (phonetics) tone.	From Middle Chinese 聲 (MC ɕiᴇŋ, “sound”). Cognate with Northern Thai ᩈ᩠ᨿᨦ, Lao ສຽງ (sīang), Lü ᦵᦉᧂ (ṡeng), Tai Dam ꪎꪸꪉ, Shan သဵင် (sǎěng), Tai Nüa ᥔᥥᥒᥴ (séng), Ahom ???? (siṅ).
เสียบ	verb	1	(1) To stab. (2) To plug. (3) To insert.	Compare Middle Chinese 插 (MC t͡ʃʰˠɛp̚). Cognate with Lao ສຽບ (sīap), Shan သဵပ်ႇ (sàèp), Ahom ???? (sip).
เสี่ย	name	1	(slang, humorous, derogatory) sugar daddy, a term used to refer to and used as a title for Vajiralongkorn, king of Thailand.	From Hokkien 舍 (sià, “to give alms”) or from Teochew 舍 (sià, idem).
เสี่ย	noun	1	(1) (colloquial, chiefly used amongst Chinese people) wealthy man; male owner (of a business); also used as a term of address to or title for such man, and used by the man to refer to himself. (2) (slang) potbellied man; man with protruding belly; obese man. (3) (slang) sugar daddy; also used as a term of address to or title for such man, and used by the man to refer to himself.	From Hokkien 舍 (sià, “to give alms”) or from Teochew 舍 (sià, idem).
เสือสองตัวอยู่ถ้ำเดียวกันไม่ได้	prov	1	two strong people are incompatible and cannot coexist at the same place, i.e. there cannot be two kings on one throne.	Literally, "two tigers cannot dwell in the same cave." Compare Chinese 一山不容二虎.
เส้น	clas	1	Classifier for long, thin things, such as hair, rope, string, thread, noodle, road, etc.	From Proto-Tai *selꟲ (classifier for long, thin objects). Cognate with Lao ເສັ້ນ (sen), Shan သဵၼ်ႈ (sāēn), Saek แซ̂น. Compare Middle Chinese 線 (MC siᴇnᴴ, “thread”).
เส้น	noun	1	(1) line. (2) anything that is long and thin: hair, rope, string, thread, etc. (3) a traditional unit of length, equal to 20 wa or 40 metres. (4) (slang) connections: associates, relations, acquaintances, etc, especially representing or having some influence or power.	From Proto-Tai *selꟲ (classifier for long, thin objects). Cognate with Lao ເສັ້ນ (sen), Shan သဵၼ်ႈ (sāēn), Saek แซ̂น. Compare Middle Chinese 線 (MC siᴇnᴴ, “thread”).
เหงือก	noun	1	(1) (anatomy) gum (flesh around teeth) (2) gill (of fish).	From Proto-Southwestern Tai *ʰŋɯəkᴰ (“gum; gill”), from Proto-Tai *ʰŋɯəkᴰ (“gum; gill”), from Old Chinese 顎 (OC *ŋaːɡ, “jaw”).<br>Cognate with Lao ເຫງືອກ (ngư̄ak), Lü ᦵᦄᦲᧅ (ṅgoek), Shan ႁိူၵ်ႇ (hòèk), Ahom ????? (kük).
เหง้า	noun	1	(1) ancestor, source, heritage. (2) base or underground portion of a plant stem or tree trunk.	From Proto-Southwestern Tai *ʰŋawꟲ (“central root”), from Old Chinese 藕 (OC *ŋoːʔ, “lotus root”). Cognate with Northern Thai ᩉ᩠ᨦᩮᩢ᩶ᩣ, Lao ເຫງົ້າ (ngao), Lü ᦄᧁᧉ (ṅgaw²), Shan ငဝ်ႈ (ngāō), Ahom ?? (ṅaw), ??? (ṅow), or ???? (ṅaww); also compare Vietnamese ngó.
เหยี่ยว	noun	1	(นก~) (biology) hawk	From Middle Chinese 鷂 (MC jiᴇuᴴ).
เหยื่อ	noun	1	(1) bait. (2) victim.	From Middle Chinese 餌 (MC ȵɨᴴ, “bait”). Cognate with Lao ເຫຍື່ອ (nyư̄a), Shan ယိူဝ်ႇ (yòè).
เหลา	noun	2	(colloquial) restaurant (usually refers to elegant Chinese one)	From a dialect of Chinese 樓／楼 (“building”).
เหล็ก	adj	1	(1) strong. (2) made of iron.	From Proto-Southwestern Tai *ʰlekᴰ¹ˢ (“iron”), from Proto-Tai *ʰlekᴰ (“iron”), from Old Chinese 鐵 (OC *l̥ʰiːɡ, “iron”). Cognate with Lao ເຫຼັກ (lek), Shan လဵၵ်း (láék), Lü ᦵᦜᧅ (l̇ek), Tai Nüa ᥘᥥᥐᥱ (lěk), Ahom ???? (lik), Zhuang lek or lik, Nong Zhuang liak.
เหล็ก	noun	1	(1) iron. (2) metal tool. (3) metal; steel; iron.	From Proto-Southwestern Tai *ʰlekᴰ¹ˢ (“iron”), from Proto-Tai *ʰlekᴰ (“iron”), from Old Chinese 鐵 (OC *l̥ʰiːɡ, “iron”). Cognate with Lao ເຫຼັກ (lek), Shan လဵၵ်း (láék), Lü ᦵᦜᧅ (l̇ek), Tai Nüa ᥘᥥᥐᥱ (lěk), Ahom ???? (lik), Zhuang lek or lik, Nong Zhuang liak.
เหล้า	noun	1	liquor; alcohol.	From Proto-Tai *ʰlawꟲ. Cognate with Northern Thai ᩉᩖᩮᩢ᩶ᩣ, Lao ເຫຼົ້າ (lao), Lü ᦜᧁᧉ (l̇aw²), Tai Dam ꪹꪨ꫁ꪱ, Shan လဝ်ႈ (lāō), Tai Nüa ᥘᥝᥲ (làw), Phake လွ် (law), Ahom ??? (low), Bouyei lauc, Zhuang laeuj, Saek เล̂า. Compare Middle Chinese 醪 (MC lɑu, “liquor”).
เห่า	verb	1	(1) (of a dog or other animal) to bark. (2) (slang, offensive, derogatory) to speak; to talk.	From Proto-Tai *ʰrawᴮ (“to bark”). Compare Middle Chinese 吼 (MC həu^X, həuᴴ, “to roar; to shout”). Cognate with Lao ເຫົ່າ (hao), Shan ႁဝ်ႇ (hàò), Phake ꩭွ် (haw), Ahom ?? (haw), Zhuang raeuq, Nong Zhuang haeuq.
