*	5251			
ทิวา	noun	1	(poetic) day time	Borrowed from Pali divā, from Sanskrit दिवा (divā). Cognate with Lao ທິວາ (thi wā).
ทิวากร	noun	1	(1) (elegant) sun. (2) (elegant) solar deity.	From Pali divākara (“sun”, literally “one who makes the day; source of the day”), from divā (“day; daytime”) + kara (“maker; doer”) or diva (“day; sky, heaven”) + ākara (“source; origin”); or from Sanskrit दिवाकर (divākara, “idem”); equivalent to Thai ทิวา (tí-waa) + กร (gɔɔn) or ทิว (tiu) + อากร (aa-gɔɔn).
ทิศ	noun	1	direction; point of the compass (such as east, west, north, and south, or right and left).	From Sanskrit दिश् (diś, “quarter; region; direction; place; part”), दिशा (diśā, “direction”); compare Pali disā (“point of the compass; region; quarter; direction; bearings”), Khmer ទិស (tɨh), Lao ທິດ (thit), ທິສາ (thi sā).
ที	noun	2	the letter T/t.	From English tee.
ทีป	noun	1	(literary) island	Borrowed from Pali dīpa (“island”).
ทีปะ	noun	1	(literary) island	Borrowed from Pali dīpa (“island”).
ทีปังกร	name	1	(Buddhism) Dīpaṃkara, one of the ancient Buddhas.	From Pali dīpaṃkara (literally “one who bears the light”).
ทีม	noun	1	team.	From English team.
ทีม	verb	1	(slang) to support; to side (with); to take the side (of); to be on someone's side.	From English team.
ทีวี	noun	1	(colloquial) television.	From English TV.
ที่	clas	1	Classifier for places, locations, servings. 	From Proto-Tai *diːᴮ, possibly from Middle Chinese 地 (MC diɪᴴ). Cognate with Lao ທີ່ (thī), Northern Thai ᨴᩦ᩵, Lü ᦑᦲᧈ (tii¹), Shan တီႈ (tīī), Ahom ?? (tī), Zhuang dih. Outside Tai-Kadai: compare Proto-Mon-Khmer *tiʔ ~ tiiʔ ~ tiəʔ (“that yonder”), Mon တေံ (teʔ, “that”), Khmer ទី (tii), Vietnamese thì (“then, which, to be”). Compare Malay di.
ที่	noun	1	(1) land; place; area; seat (booking and reservations); site; location. (2) position; office.	From Proto-Tai *diːᴮ, possibly from Middle Chinese 地 (MC diɪᴴ). Cognate with Lao ທີ່ (thī), Northern Thai ᨴᩦ᩵, Lü ᦑᦲᧈ (tii¹), Shan တီႈ (tīī), Ahom ?? (tī), Zhuang dih. Outside Tai-Kadai: compare Proto-Mon-Khmer *tiʔ ~ tiiʔ ~ tiəʔ (“that yonder”), Mon တေံ (teʔ, “that”), Khmer ទី (tii), Vietnamese thì (“then, which, to be”). Compare Malay di.
ที่	part	1	(1) placed after an adjective to indicate that it applies particularly and specifically to its preceding noun. (2) used in the pattern “เป็น (bpen) + ที่ + verb” to make an adjective from a verb.	From Proto-Tai *diːᴮ, possibly from Middle Chinese 地 (MC diɪᴴ). Cognate with Lao ທີ່ (thī), Northern Thai ᨴᩦ᩵, Lü ᦑᦲᧈ (tii¹), Shan တီႈ (tīī), Ahom ?? (tī), Zhuang dih. Outside Tai-Kadai: compare Proto-Mon-Khmer *tiʔ ~ tiiʔ ~ tiəʔ (“that yonder”), Mon တေံ (teʔ, “that”), Khmer ទី (tii), Vietnamese thì (“then, which, to be”). Compare Malay di.
ที่	prep	1	(1) at; to; on the site of; within; amidst; at the location of. (2) for; during; at the time of.	From Proto-Tai *diːᴮ, possibly from Middle Chinese 地 (MC diɪᴴ). Cognate with Lao ທີ່ (thī), Northern Thai ᨴᩦ᩵, Lü ᦑᦲᧈ (tii¹), Shan တီႈ (tīī), Ahom ?? (tī), Zhuang dih. Outside Tai-Kadai: compare Proto-Mon-Khmer *tiʔ ~ tiiʔ ~ tiəʔ (“that yonder”), Mon တေံ (teʔ, “that”), Khmer ទី (tii), Vietnamese thì (“then, which, to be”). Compare Malay di.
ที่	pron	1	(1) that; which; that which; who; whom. (2) where; when.	From Proto-Tai *diːᴮ, possibly from Middle Chinese 地 (MC diɪᴴ). Cognate with Lao ທີ່ (thī), Northern Thai ᨴᩦ᩵, Lü ᦑᦲᧈ (tii¹), Shan တီႈ (tīī), Ahom ?? (tī), Zhuang dih. Outside Tai-Kadai: compare Proto-Mon-Khmer *tiʔ ~ tiiʔ ~ tiəʔ (“that yonder”), Mon တေံ (teʔ, “that”), Khmer ទី (tii), Vietnamese thì (“then, which, to be”). Compare Malay di.
ที่"},	pref	1	(1) (creating a noun from a verb) the person who. (2) (creating a noun from a verb) an object pertaining to which; that which; an object for; for the purpose of; equipment or gear for a purpose. (3) (creating a noun from a verb) a concept or idea pertaining to which. (4) (creating a noun from a verb) a place or location pertaining to which; a place to do something. (5) (creating a noun from a verb) an event, time, duration, or occurrence pertaining to which. (6) used with cardinal numbers to create ordinals. (Compare Chinese 第.) (7) used to indicate comparisons or ordering.	From Proto-Tai *diːᴮ, possibly from Middle Chinese 地 (MC diɪᴴ). Cognate with Lao ທີ່ (thī), Northern Thai ᨴᩦ᩵, Lü ᦑᦲᧈ (tii¹), Shan တီႈ (tīī), Ahom ?? (tī), Zhuang dih. Outside Tai-Kadai: compare Proto-Mon-Khmer *tiʔ ~ tiiʔ ~ tiəʔ (“that yonder”), Mon တေံ (teʔ, “that”), Khmer ទី (tii), Vietnamese thì (“then, which, to be”). Compare Malay di.
ที่นี่	adv	1	here.	ที่ (tîi, “at, in, on, within; which is”) + นี่ (nîi, “this”). Cognate with Lao ທີ່ນີ້ (thī nī). Compare Khmer ទីនេះ (tii nih).
ทุ	adj	1	(in combination) bad.	From Pali du-, from Sanskrit दुस्- (dus-).
ทุ	num	2	(elegant) two.	From Pali du (“two”), from Sanskrit द्व (dva, “two”).
ทุก	adj	1	every, each.	Cognate with Lao ທຸກ (thuk), Northern Thai ᨴᩩᨠ, Khün ᨴᩩᨠ, Lü ᦑᦳᧅ (tuk).
ทุกข์	noun	1	grief; sorrow; suffering.	From Pali dukkha, in turn from Sanskrit दुःख (duḥkha, “grief”). Cognate with Lao ທຸກ (thuk), Northern Thai ᨴᩩᨠ᩠ᨡ᩺, Shan တုၵ်ႉၶႃႉ (tṵ̂k khâ̰â̰).
ทุจริต	adj	1	misbehaved, misconducted; dishonest, corrupt; given to misfeasance, malfeasance, or malversation; deceitful, fraudulent, cheating.	From Pali duccarita (literally “bad action; bad act; bad deed; etc”), fron du (“bad; ill”) + carita (“action; act; deed; etc”); equivalent to Thai ทุ (tú) + จริต (jà-rìt). Cognate with Khmer ទុច្ចរិត (tuccɑɑrɨt), Lao ທຸຈະລິດ (thu cha lit).
ทุจริต	noun	1	misbehaviour, misconduct; dishonesty, corruption; misfeasance, malfeasance, malversation; deceit, fraud, cheating.	From Pali duccarita (literally “bad action; bad act; bad deed; etc”), fron du (“bad; ill”) + carita (“action; act; deed; etc”); equivalent to Thai ทุ (tú) + จริต (jà-rìt). Cognate with Khmer ទុច្ចរិត (tuccɑɑrɨt), Lao ທຸຈະລິດ (thu cha lit).
ทุจริต	verb	1	to misbehave, to misconduct; to commit dishonesty or corruption; to be dishonest or corrupt; to commit misfeasance, malfeasance, or malversation; to exercise deceit, to defraud, to cheat.	From Pali duccarita (literally “bad action; bad act; bad deed; etc”), fron du (“bad; ill”) + carita (“action; act; deed; etc”); equivalent to Thai ทุ (tú) + จริต (jà-rìt). Cognate with Khmer ទុច្ចរិត (tuccɑɑrɨt), Lao ທຸຈະລິດ (thu cha lit).
ทุติ	adj	1	(informal) ripe.	From Sanskrit दुति (duti, “ripe”).
ทุน	noun	1	(1) original belonging or asset for making use of. (2) (เงิน~) fund; capital.	Cognate with Lao ທຶນ (thưn), Northern Thai ᨴᩧ᩠ᨶ, Khün ᨴᩨ᩠ᨶ, Lü ᦑᦹᧃ (tuen), Shan တိုၼ်း (túén).
ทุนนิยม	noun	1	(politics, economics) (ลัทธิ~) capitalism.	Calque of English capitalism. Same as ทุน (tun) + นิยม (ní-yom). Compare Lao ທຶນນິຍົມ (thưn ni nyom), Khmer មូលធននិយម (muulĕəʼthŭən niyum).
ทุบ	verb	1	to pound; to smash.	From Proto-Tai *dupᴬ (“to pound”); cognate with Lao ທຸບ (thup), Shan ထုပ်ႉ (thṵ̂p), Zhuang dub.
ทุรยศ	adj	1	(archaic) disgraceful; ill-famed.	From Old Khmer dūrayasa (“disgrace; disgraced”); ultimately from Sanskrit दुर्यशस् (duryaśas, “disgrace”). Same as ทุร + ยศ (yót). Doublet of ทรยศ (tɔɔ-rá-yót). Compare Modern Khmer ទុយ៌ស (turəyŭəh).
ทุรยศ	noun	1	(archaic) disgrace; ill fame.	From Old Khmer dūrayasa (“disgrace; disgraced”); ultimately from Sanskrit दुर्यशस् (duryaśas, “disgrace”). Same as ทุร + ยศ (yót). Doublet of ทรยศ (tɔɔ-rá-yót). Compare Modern Khmer ទុយ៌ស (turəyŭəh).
ทุศีล	adj	1	(used of a priest) immoral; ill-behaved.	From Sanskrit दुःशील (duḥśīla, literally “bad (observance of) precept”).
ทุศีล	adv	1	(used of a priest) immorally; badly.	From Sanskrit दुःशील (duḥśīla, literally “bad (observance of) precept”).
ทุศีล	noun	1	immoral priest; ill-behaved priest.	From Sanskrit दुःशील (duḥśīla, literally “bad (observance of) precept”).
ทุเรียน	noun	1	durian (fruit)	From Malay durian, from Proto-Malayic *duri-an, from Proto-Malayo-Polynesian *duʀi-an.
ทุ่ง	noun	1	field: expanse of open or cleared ground, especially a piece of land suitable or used for pasture or tillage.	From Proto-Tai *doŋᴮ (“open field”). Cognate with Lao ທົ່ງ (thong), Isan ท่ง, Northern Thai ᨴᩫ᩠᩵ᨦ, Khün ᨴᩫ᩠᩵ᨦ, Lü ᦑᦳᧂᧈ (tung¹), Shan တူင်ႈ (tūūng), Tai Dam ꪶꪕ꪿ꪉ, Tai Nüa ᥖᥨᥒ (tong), Ahom ???? (tuṅ).
ทุ่มตลาด	verb	1	(commerce, law) to dump: to sell goods into foreign markets below cost so as to promote exports or damage foreign competition, or to put goods on the market in large quantities and at a low price without regard to the effect on market conditions.	From ทุ่ม (tûm, “to dump”) + ตลาด (dtà-làat, “market”); perhaps calque of English dump.
ทูต	noun	1	(1) agent; representative. (2) courier; envoy; diplomat.	Borrowed from Sanskrit दूत (dūta, “envoy; messenger; ambassador”) or Pali dūta (“idem”). Cognate with Khmer ទូត (tuut), Lao ທູດ (thūt).
ทูน่า	noun	1	(ปลา~) tuna.	From English tuna.
ทูล	verb	1	(1) (royal) to address, inform, tell, or speak to (a god, high priest, or royal person). (2) (archaic) to carry (with or on the head).	From Old Khmer *dūl, *dul, dval, dvall, dvāl (“to address (clergy or royalty); to carry or wear on the head; head; top; eminence, majesty; head-shaped formation, as dome, hill, hillock, bulge, swelling, etc”). Cognate with Modern Khmer ទួល (tuəl), ទូល (tuul).<br>Extended as Old Khmer pandūl, pandul, paṃdul, pandval, from which Thai บัณฑูร (ban-tuun) was derived. Also extended as Thai ทำนูล (tam-nuul).<br>Compare Old Mon tūl, tul (“above; on”); Middle Mon duiw (“hill; hilltop”); Burmese တောင် (taung, “hill; mountain”).
ท่วม	verb	1	(1) to flood; to submerge; to inundate (2) to be imbued (of sweat) (3) to pile up; to overwhelm (of work, dept etc.)	From Proto-Tai *C̬.tuəmᴮ (“to flood”). Cognate with Northern Thai ᨳ᩠ᩅ᩶ᨾ, Khün ᨳ᩠ᩅ᩶ᨾ, Lao ຖ້ວມ (thūam), Lü ᦏᦳᧄᧉ (ṫhum²), Shan ထူမ်ႈ (thūūm), Tai Nüa ᥗᥨᥛᥲ (thòm) or ᥗᥧᥛᥲ (thùm), Ahom ???? (thum), Zhuang dumh, Saek ทุม.
ท่อ	verb	1	(archaic) to hit; to attack.	From Old Khmer dara (“to strike; to smite; to deal (a blow)”). Cognate with Modern Khmer ទរ (tɔɔ). Compare Thai ต่อ (dtɔ̀ɔ), ทอ (tɔɔ).
ท่อน	noun	1	part; portion; fraction; segment	Compare Middle Chinese 段 (MC duɑnᴴ).
ท่า	noun	1	port; pier; quay.	From Proto-Tai *daːᴮ (“river”). Cognate with Lao ທ່າ (thā), Lü ᦑᦱᧈ (taa¹), Shan တႃႈ (tāā, “pier; shallow place in water”), Zhuang dah (“river”).
ท่า	verb	3	to wait.	From Proto-Southwestern Tai *tʰaːꟲ¹ (“to wait”). Cognate with Northern Thai ᨳ᩶ᩣ, Khün ᨳ᩶ᩣ, Isan ถ้า or ถ่า, Lao ຖ້າ (thā), Lü ᦏᦱᧉ (ṫhaa²), Shan ထႃႈ (thāā), Phake ထႃ (thā), Ahom ?? (tha), ?? (thā), or ??? (thāa).
ท้อ	noun	2	peach.	Borrowed from Teochew 桃 (to5).
ท้อง	noun	1	(1) (anatomy) abdomen; belly. (2) womb. (3) body, content, extent, essence, or main part (of something large, vast, great, or the like). (4) anything characteristic of belly.	From Proto-Tai *dwuːŋꟲ (“belly”). Cognate with Lao ທ້ອງ (thǭng), Northern Thai ᨴ᩶ᩬᨦ, Lü ᦑᦸᧂᧉ (toang²), Shan တွင်ႉ (tâ̰ṵ̂ng), Nong Zhuang dongx, Zhuang dungx.
ท้อง	verb	1	(colloquial) to carry (in the womb); to be pregnant.	From Proto-Tai *dwuːŋꟲ (“belly”). Cognate with Lao ທ້ອງ (thǭng), Northern Thai ᨴ᩶ᩬᨦ, Lü ᦑᦸᧂᧉ (toang²), Shan တွင်ႉ (tâ̰ṵ̂ng), Nong Zhuang dongx, Zhuang dungx.
ท้าว	noun	1	(1) (archaic) chief, lord, master, leader; ruler, administrator, person in authority, person in charge; person of dignity, person of rank, exalted person; monarch, sovereign; royal person; also used as an honorific or term of address. (2) (historical) a senior rank of a king's wife or of a woman of noble birth appointed to take charge of certain administrative affairs within the royal harem. (3) (historical) man of royal or noble descent in Northeastern Thailand; also used as an honorific.	Uncertain. Compare Lao ທ້າວ (thāo, “nobleman; royal person; honorific for persons of royal and noble birth; etc”), Phake တွ် (taw); Mon ဒဴ (“nobleman; royal entourage member; courtier”).<br>Wilainan Khanittanan (2003) proposed that it is from Chinese 道 (“Short for 道士 “Taoist priest””). Compare Vietnamese đạo sĩ (“Taoist priest”), đạo (“historical village ruler in Mường area”), tạo (“historical village ruler in Thái area”), phìa tạo (“Tai hereditary rulers”), Tày tạo (“religious practitioner similar to Taoist priest”).
ธง	noun	1	flag.	Uncertain, but ธ in the word is definitely contaminated by Pali dhaja (whence Thai ธชะ, ธัช (tách)). Compare Northern Thai ᨴᩩᨦ, Lao ທຸງ (thung), Khün ᨴᩩᨦ, Lü ᦑᦳᧂ (tung), Shan တုင်း (túng), Tai Nüa ᥖᥧᥒᥰ (tüng), Khmer ទង់ (tŭəng).

ธน	noun	1	wealth; riches; capital	From Pali dhana, Sanskrit धन (dhana).
ธนบดี	name	1	(1) (Hinduism, Buddhism) an epithet of the god Indra. (2) (Hinduism, Buddhism) an epithet of the god Kubera.	From Sanskrit धनपति (dhanapati, literally “lord of money; lord of wealth”), from धन (dhana, “money; wealth”) + पति (pati, “chief; lord; master”); equivalent to Thai ธน (ton, “money; wealth”) + บดี (bɔɔ-dii, “chief, lord, master; owner, possessor”).
ธนบดี	noun	1	(elegant) rich person; wealthy person; capitalist; proprietor.	From Sanskrit धनपति (dhanapati, literally “lord of money; lord of wealth”), from धन (dhana, “money; wealth”) + पति (pati, “chief; lord; master”); equivalent to Thai ธน (ton, “money; wealth”) + บดี (bɔɔ-dii, “chief, lord, master; owner, possessor”).
